sample_barcode	sample_id
TARGET-10-PARNSP-09A-01R	SRR3162162
TARGET-10-PARNXJ-09A-01R	SRR3162163
TARGET-10-PARPET-09A-01R	SRR3162164
TARGET-10-PARPHB-09A-01R	SRR3162165
TARGET-10-PARPUL-09A-01R	SRR3162166
TARGET-10-PARPYJ-09A-01R	SRR3162167
TARGET-10-PARRKK-09A-01R	SRR3162168
TARGET-10-PARSET-09A-01R	SRR3162169
TARGET-10-PARSJG-09A-01R	SRR3162170
TARGET-10-PARSNX-09A-01R	SRR3162171
TARGET-10-PARTBP-09A-01R	SRR3162172
TARGET-10-PASFLK-09A-01R	SRR3162173
TARGET-10-PASGFH-09A-01R	SRR3162174
TARGET-10-PASHDV-09A-01R	SRR3162175
TARGET-10-PASHNK-09A-01R	SRR3162176
TARGET-10-PASYIS-09A-01R	SRR3162177
TARGET-10-PASYSJ-09A-01R	SRR3162178
TARGET-10-PASYWF-03A-01R	SRR3162179
TARGET-10-PASZEW-09A-01R	SRR3162180
TARGET-10-PASZIY-09A-01R	SRR3162181
TARGET-10-PARTLY-09A-01R	SRR3162182
TARGET-10-PARTPW-09A-01R	SRR3162183
TARGET-10-PARUEU-09A-01R	SRR3162184
TARGET-10-PARUKW-09A-01R	SRR3162185
TARGET-10-PARVEI-09A-01R	SRR3162186
TARGET-10-PARVHY-09A-01R	SRR3162187
TARGET-10-PARVMR-09A-01R	SRR3162188
TARGET-10-PASZJW-03A-01R	SRR3162189
TARGET-10-PATALJ-09A-01R	SRR3162190
TARGET-10-PATAYT-09A-01R	SRR3162192
TARGET-10-PATBDJ-09A-01R	SRR3162193
TARGET-10-PATBDK-09A-01R	SRR3162194
TARGET-10-PARWDM-09B-01R	SRR3162195
TARGET-10-PARWID-09A-01R	SRR3162196
TARGET-10-PARWLP-09A-01R	SRR3162197
TARGET-10-PARWMF-09A-01R	SRR3162198
TARGET-10-PARWNW-09A-01R	SRR3162199
TARGET-10-PARXHT-03A-01R	SRR3162200
TARGET-10-PARXLS-09A-01R	SRR3162201
TARGET-10-PARXMV-03A-01R	SRR3162202
TARGET-10-PARXVS-09A-01R	SRR3162203
TARGET-10-PARYGI-03A-01R	SRR3162204
TARGET-10-PASFHR-09A-01R	SRR3162205
TARGET-10-PASFKA-09A-01R	SRR3162206
TARGET-10-PASHUP-09A-01R	SRR3162207
TARGET-10-PASHXL-09A-01R	SRR3162208
TARGET-10-PASIIY-09A-01R	SRR3162209
TARGET-10-PASINX-09A-01R	SRR3162211
TARGET-10-PASJJR-09A-01R	SRR3162212
TARGET-10-PASJLN-09A-01R	SRR3162213
TARGET-10-PASJMK-09A-01R	SRR3162214
TARGET-10-PASJYI-09A-01R	SRR3162215
TARGET-10-PASKAD-09A-01R	SRR3162216
TARGET-10-PASKCL-09B-01R	SRR3162217
TARGET-10-PASKIC-09A-01R	SRR3162219
TARGET-10-PASKRN-03A-01R	SRR3162220
TARGET-10-PASKSY-09A-01R	SRR3162221
TARGET-10-PASKXN-09A-01R	SRR3162223
TARGET-10-PASLAB-09A-01R	SRR3162224
TARGET-10-PASLBB-09A-01R	SRR3162225
TARGET-10-PASMHF-09A-01R	SRR3162226
TARGET-10-PASMIC-09A-01R	SRR3162227
TARGET-10-PASMNV-09A-01R	SRR3162228
TARGET-10-PASNEH-09A-01R	SRR3162229
TARGET-10-PASNTZ-09A-01R	SRR3162230
TARGET-10-PASPBU-09A-01R	SRR3162231
TARGET-10-PASPDS-09A-01R	SRR3162232
TARGET-10-PASPPN-09A-01R	SRR3162233
TARGET-10-PASRCV-09A-01R	SRR3162234
TARGET-10-PASRMM-09A-01R	SRR3162235
TARGET-10-PASSEF-09A-01R	SRR3162236
TARGET-10-PASSPP-09A-01R	SRR3162238
TARGET-10-PASSSR-09A-01R	SRR3162240
TARGET-10-PASSZA-09A-01R	SRR3162241
TARGET-10-PASTDU-09A-01R	SRR3162242
TARGET-10-PASTHE-09A-01R	SRR3162243
TARGET-10-PASTLP-09A-01R	SRR3162244
TARGET-10-PASTPT-09A-01R	SRR3162245
TARGET-10-PASTXU-09A-01R	SRR3162246
TARGET-10-PASUGC-09A-01R	SRR3162247
TARGET-10-PASUIN-09A-01R	SRR3162248
TARGET-10-PASUSV-09A-01R	SRR3162249
TARGET-10-PASVIN-09A-01R	SRR3162250
TARGET-10-PASVPZ-09A-01R	SRR3162251
TARGET-10-PASWFN-09A-01R	SRR3162252
TARGET-10-PASWNU-09A-01R	SRR3162253
TARGET-10-PASWSR-09A-01R	SRR3162254
TARGET-10-PASWXB-09A-01R	SRR3162255
TARGET-10-PASWXZ-09A-01R	SRR3162256
TARGET-10-PASWZJ-09A-01R	SRR3162257
TARGET-10-PASXIL-09A-01R	SRR3162258
TARGET-10-PASXLT-09A-01R	SRR3162259
TARGET-10-PASXLZ-09A-01R	SRR3162260
TARGET-10-PASXMF-09A-01R	SRR3162261
TARGET-10-PASXUC-09A-01R	SRR3162263
TARGET-10-PASXUU-09A-01R	SRR3162264
TARGET-10-PASYCN-09A-01R	SRR3162266
TARGET-10-PATBGC-09A-01R	SRR3162268
TARGET-10-PATBNT-09A-01R	SRR3162269
TARGET-10-PATBRV-09A-01R	SRR3162270
TARGET-10-PATBTX-09A-01R	SRR3162271
TARGET-10-PATBYK-09A-01R	SRR3162272
TARGET-10-PATCDM-09A-01R	SRR3162273
TARGET-10-PATCDZ-09A-01R	SRR3162274
TARGET-10-PATCKV-09A-01R	SRR3162275
TARGET-10-PATCNI-09A-01R	SRR3162276
TARGET-10-PATCUK-09A-01R	SRR3162277
TARGET-10-PATCZN-09A-01R	SRR3162278
TARGET-10-PATDBU-09A-01R	SRR3162279
TARGET-10-PATDDZ-09A-01R	SRR3162280
TARGET-10-PATDGZ-09A-01R	SRR3162282
TARGET-10-PATDKT-09A-01R	SRR3162283
TARGET-10-PATDLG-09A-01R	SRR3162284
TARGET-10-PATDMN-09A-01R	SRR3162285
TARGET-10-PATDRC-03A-01R	SRR3162286
TARGET-10-PATEAK-09A-01R	SRR3162287
TARGET-10-PATEFF-09A-01R	SRR3162288
TARGET-10-PATEHZ-03A-01R	SRR3162289
TARGET-10-PATEIT-09A-01R	SRR3162290
TARGET-10-PATEMI-09A-01R	SRR3162291
TARGET-10-PATENL-09A-01R	SRR3162292
TARGET-10-PATEVL-09A-01R	SRR3162293
TARGET-10-PATEYS-09A-01R	SRR3162294
TARGET-10-PATFJD-09A-01R	SRR3162295
TARGET-10-PATFJP-09A-01R	SRR3162296
TARGET-10-PATFVG-09A-01R	SRR3162298
TARGET-10-PATFWF-09A-01R	SRR3162299
TARGET-10-PATFYZ-09A-01R	SRR3162300
TARGET-10-PATGBY-09A-01R	SRR3162301
TARGET-10-PATGKE-09A-01R	SRR3162302
TARGET-10-PATGLV-09A-01R	SRR3162303
TARGET-10-PATGMP-09A-01R	SRR3162304
TARGET-10-PATGVX-09A-01R	SRR3162305
TARGET-10-PATGWP-09A-01R	SRR3162306
TARGET-10-PATGXS-09A-01R	SRR3162307
TARGET-10-PATGYH-09A-01R	SRR3162308
TARGET-10-PATGZA-09A-01R	SRR3162309
TARGET-10-PATHBG-09A-01R	SRR3162310
TARGET-10-PATHFE-09A-01R	SRR3162311
TARGET-10-PATHGY-09A-01R	SRR3162312
TARGET-10-PATSIL-09A-01R	SRR3162313
TARGET-10-PATYCH-09A-01R	SRR3162314
TARGET-10-PAUACG-09A-01R	SRR3162315
TARGET-10-PAUAFN-09A-01R	SRR3162316
TARGET-10-PAUAJA-09A-01R	SRR3162317
TARGET-10-PAUAYB-09A-01R	SRR3162318
TARGET-10-PAUAZV-09A-01R	SRR3162319
TARGET-10-PAUBCT-09A-01R	SRR3162321
TARGET-10-PAUBLL-09A-01R	SRR3162322
TARGET-10-PAUBPY-09A-01R	SRR3162323
TARGET-10-PAUBRD-09A-01R	SRR3162324
TARGET-10-PAUBTC-09A-01R	SRR3162325
TARGET-10-PATHJF-09A-01R	SRR3162326
TARGET-10-PATHRF-09A-01R	SRR3162327
TARGET-10-PATHWV-09A-01R	SRR3162328
TARGET-10-PATIBE-09A-01R	SRR3162329
TARGET-10-PATIKN-03A-01R	SRR3162330
TARGET-10-PATITY-09A-01R	SRR3162332
TARGET-10-PATJBC-09A-01R	SRR3162333
TARGET-10-PATJLT-09A-01R	SRR3162334
TARGET-10-PATJZK-09A-01R	SRR3162335
TARGET-10-PAUBXP-09A-01R	SRR3162336
TARGET-10-PAUCDC-09A-01R	SRR3162337
TARGET-10-PAUCDY-09A-01R	SRR3162338
TARGET-10-PATKGP-09A-01R	SRR3162339
TARGET-10-PATKVD-09A-01R	SRR3162340
TARGET-10-PATKWU-09A-01R	SRR3162341
TARGET-10-PATKYI-09A-01R	SRR3162342
TARGET-10-PATLGU-09A-01R	SRR3162343
TARGET-10-PATLHH-09A-01R	SRR3162344
TARGET-10-PATLHS-09A-01R	SRR3162345
TARGET-10-PATLMA-03A-01R	SRR3162346
TARGET-10-PATLNS-09A-01R	SRR3162347
TARGET-10-PATLNZ-09A-01R	SRR3162348
TARGET-10-PATLPN-03A-01R	SRR3162349
TARGET-10-PATMAF-09A-01R	SRR3162351
TARGET-10-PATMRE-09A-01R	SRR3162352
TARGET-10-PATMTV-09A-01R	SRR3162353
TARGET-10-PATMVH-09A-01R	SRR3162354
TARGET-10-PATMXN-09A-01R	SRR3162355
TARGET-10-PATMYZ-09A-01R	SRR3162356
TARGET-10-PATNAM-09A-01R	SRR3162357
TARGET-10-PATNIA-09A-01R	SRR3162358
TARGET-10-PATPDA-09A-01R	SRR3162359
TARGET-10-PATPGE-09A-01R	SRR3162360
TARGET-10-PATPWF-03A-01R	SRR3162361
TARGET-10-PATRAB-09A-01R	SRR3162362
TARGET-10-PATRGV-09A-01R	SRR3162363
TARGET-10-PATRHL-09A-01R	SRR3162364
TARGET-10-PATRNA-09A-01R	SRR3162365
TARGET-10-PATRUN-09A-01R	SRR3162366
TARGET-10-PATRXL-09A-01R	SRR3162367
TARGET-10-PATSDS-03A-01R	SRR3162368
TARGET-10-PATSIY-09A-01R	SRR3162369
TARGET-10-PATSLH-09A-01R	SRR3162370
TARGET-10-PATTHR-09A-01R	SRR3162371
TARGET-10-PATVDA-03A-01R	SRR3162372
TARGET-10-PATWJU-09A-01R	SRR3162375
TARGET-10-PATWNL-09A-01R	SRR3162376
TARGET-10-PATWYZ-09A-01R	SRR3162379
TARGET-10-PATXAL-09A-01R	SRR3162380
TARGET-10-PATXKW-03A-01R	SRR3162381
TARGET-10-PATXNK-09A-01R	SRR3162382
TARGET-10-PATXNR-09A-01R	SRR3162383
TARGET-10-PATXSK-09A-01R	SRR3162384
TARGET-10-PATYJK-09A-01R	SRR3162385
TARGET-10-PATYMP-09A-01R	SRR3162386
TARGET-10-PATYWV-09A-01R	SRR3162387
TARGET-10-PATZFF-09A-01R	SRR3162388
TARGET-10-PATZSL-09A-01R	SRR3162389
TARGET-10-PATZVD-09A-01R	SRR3162390
TARGET-10-PATZWA-03A-01R	SRR3162391
TARGET-10-PATZYC-09A-01R	SRR3162392
TARGET-10-PATZYR-03A-01R	SRR3162393
TARGET-10-PAKSWW-03A-02R_2	SRR1790984
TARGET-10-PAPSPN-09A-01R_2	SRR1790985
TARGET-10-PANXDB-03A-01R_2	SRR1790986
TARGET-10-PAPJHB-09A-01R_2	SRR1790987
TARGET-10-PAPDUV-04A-01R_2	SRR1790988
TARGET-10-PANWYH-09A-02R_2	SRR1790989
TARGET-10-PARBVI-04A-01R_2	SRR1790990
TARGET-10-PAPDKJ-09A-01R_2	SRR1790991
TARGET-10-PANCVR-04A-02R_2	SRR1790992
TARGET-10-PANYYV-04A-01R_2	SRR1790993
TARGET-10-PANKAK-04A-02R_2	SRR1790994
TARGET-10-PARAKF-04A-01R_2	SRR1790996
TARGET-10-PANUSN-03A-01R_2	SRR1790997
TARGET-10-PANYGB-04A-01R_2	SRR1790998
TARGET-10-PANXDR-09A-01R_2	SRR1790999
TARGET-10-PAPDJM-04A-01R_2	SRR1791001
TARGET-10-PAPIGX-09A-02R_2	SRR1791002
TARGET-10-PAPESW-09A-02R_2	SRR1791003
TARGET-10-PANSIA-09A-02R_2	SRR1791004
TARGET-10-PAPMVB-04A-02R_2	SRR1791006
TARGET-10-PAPHJF-09A-01R_2	SRR1791007
TARGET-10-PAPBES-03A-01R_2	SRR1791008
TARGET-10-PAPGFP-09A-02R_2	SRR1791009
TARGET-10-PAPEJN-04A-01R_2	SRR1791010
TARGET-10-PAPGYC-09A-01R_2	SRR1791011
TARGET-10-PANUUF-09A-02R_2	SRR1791012
TARGET-10-PAPEFH-09A-01R_2	SRR1791013
TARGET-10-PATTEE-03A-02R_2	SRR1791014
TARGET-10-PAPLDM-04A-01R_2	SRR1791015
TARGET-10-PAPECF-04A-01R_2	SRR1791016
TARGET-10-PANLIC-09A-01R_2	SRR1791017
TARGET-10-PAMXSP-09A-01R_2	SRR1791018
TARGET-10-PAPVTA-09A-01R_2	SRR1791019
TARGET-10-PAPGGT-03A-01R_2	SRR1791020
TARGET-10-PANPJI-09A-01R_2	SRR1791021
TARGET-10-PAPBZK-09A-01R_2	SRR1791022
TARGET-10-PANZPJ-04A-01R_2	SRR1791023
TARGET-10-PANSHK-04A-02R_2	SRR1791024
TARGET-10-PARFLV-09A-01R_2	SRR1791026
TARGET-10-PANYGB-09A-01R_2	SRR1791027
TARGET-10-PANWYH-09A-02R_3	SRR1791028
TARGET-10-PARXMC-04A-02R_2	SRR1791029
TARGET-10-PAPZST-09A-01R_2	SRR1791030
TARGET-10-PANSUL-09A-01R_2	SRR1791031
TARGET-10-PAPMFI-04A-02R_2	SRR1791032
TARGET-10-PANTSM-09A-01R_2	SRR1791033
TARGET-10-PAPHGD-09A-01R_2	SRR1791034
TARGET-10-PANZXZ-03A-02R_2	SRR1791035
TARGET-10-PANYZE-09A-01R_2	SRR1791036
TARGET-10-PANFNZ-03A-01R_2	SRR1791037
TARGET-10-PAPZNK-09A-01R_2	SRR1791038
TARGET-10-PAPFWH-09A-01R_2	SRR1791039
TARGET-10-PAPPGN-04A-02R_2	SRR1791040
TARGET-10-PANIEU-03A-01R_2	SRR1791041
TARGET-10-PAPCVZ-04A-01R_2	SRR1791042
TARGET-10-PANRWG-09A-01R_2	SRR1791043
TARGET-10-PANWFB-09A-01R_2	SRR1791044
TARGET-10-PAPGFP-04A-01R_2	SRR1791045
TARGET-10-PANWHW-09A-01R_2	SRR1791046
TARGET-10-PANXPE-04A-01R_2	SRR1791047
TARGET-10-PAPDUF-09A-01R_2	SRR1791048
TARGET-10-PANJWJ-09A-01R_2	SRR1791049
TARGET-10-PAPISG-04A-01R_2	SRR1791050
TARGET-10-PANRDC-03A-01R_2	SRR1791051
TARGET-10-PANKGK-09A-01R_2	SRR1791052
TARGET-10-PANSBR-09A-01R_2	SRR1791053
TARGET-10-PANSPW-09A-01R_2	SRR1791054
TARGET-10-PAPEJN-09A-01R_2	SRR1791055
TARGET-10-PAPTLM-09A-01R_2	SRR1791056
TARGET-10-PAPDWT-04A-01R_2	SRR1791057
TARGET-10-PAPEAB-04A-01R_2	SRR1791058
TARGET-10-PASUBW-09A-01R_2	SRR1791059
TARGET-10-PARDWE-03A-01R_2	SRR1791060
TARGET-10-PAMXHJ-09A-01R_2	SRR1791062
TARGET-10-PAPAGK-09A-01R_2	SRR1791063
TARGET-10-PARGFV-04A-01R_2	SRR1791064
TARGET-10-PANJPG-09A-01R_2	SRR1791065
TARGET-10-PATCTI-09A-01R_2	SRR1791066
TARGET-10-PANEUH-09A-01R_2	SRR1791067
TARGET-10-PAPIJB-04A-01R_2	SRR1791068
TARGET-10-PANCVR-03A-01R_2	SRR1791069
TARGET-10-PARAKF-09A-01R_2	SRR1791071
TARGET-10-PARGML-03A-02R_2	SRR1791072
TARGET-10-PAPBSY-09A-01R_2	SRR1791073
TARGET-10-PAPIRZ-09A-01R_2	SRR1791074
TARGET-10-PAPRCS-09A-01R_2	SRR1791075
TARGET-10-PAPECF-09A-01R_2	SRR1791076
TARGET-10-PAPDUV-09A-02R_2	SRR1791077
TARGET-10-PARJSR-09A-01R_2	SRR1791078
TARGET-10-PAPBFN-09A-01R_2	SRR1791079
TARGET-10-PANSDA-09A-02R_2	SRR1791082
TARGET-10-PAPBCI-09A-01R_2	SRR1791083
TARGET-10-PARUGP-09A-01R_2	SRR1791084
TARGET-10-PANUSN-04A-01R_2	SRR1791086
TARGET-10-PANKMB-09A-02R_2	SRR1791087
TARGET-10-PAPLDL-03A-01R_2	SRR1791088
TARGET-10-PARLEK-03A-01R_2	SRR1791090
TARGET-10-PAPGNC-03A-02R_2	SRR1791091
TARGET-10-PANUHA-09A-01R_2	SRR1791092
TARGET-10-PAPRFE-09A-01R_2	SRR1791093
TARGET-10-PAPEFH-04A-01R_2	SRR1791094
TARGET-10-PAPFXN-09A-01R_2	SRR1791095
TARGET-10-PANKAK-09A-01R_2	SRR1791096
TARGET-10-PARMXF-04A-01R_2	SRR1791097
TARGET-10-PAPJXI-04A-01R_2	SRR1791098
TARGET-10-PANWVW-09A-01R_2	SRR1791099
TARGET-10-PANYEJ-09A-01R_2	SRR1791100
TARGET-10-PASFXA-03A-01R_2	SRR1791101
TARGET-10-PANSDA-04A-02R_2	SRR1791102
TARGET-10-PARBRK-09A-01R_2	SRR1791103
TARGET-10-PANRYM-09A-01R_2	SRR1791104
TARGET-10-PAPACP-04A-02R_2	SRR1791105
TARGET-10-PARNMF-04A-01R_2	SRR1791106
TARGET-10-PANKRG-03A-02R_2	SRR1791108
TARGET-10-PASKAY-09A-01R_2	SRR1791109
TARGET-10-PANDWE-03A-02R_2	SRR1791110
TARGET-10-PANWHJ-09A-01R_2	SRR1791111
TARGET-10-PAPKNC-09A-01R_2	SRR1791112
TARGET-10-PARARJ-09A-01R_2	SRR1791113
TARGET-10-PANKDT-03A-01R_2	SRR1791114
TARGET-10-PANGIF-03A-01R_2	SRR1791115
TARGET-10-PANSHK-09A-01R_2	SRR1791116
TARGET-10-PAPHEK-03A-01R_2	SRR1791117
TARGET-10-PAPAGK-04A-01R_2	SRR1791118
TARGET-10-PAPHJF-04A-01R_2	SRR1791119
TARGET-10-PARPNM-09A-01R_2	SRR1797063
TARGET-10-PARCHB-03A-02R_2	SRR1797065
TARGET-10-PAPHZT-09A-01R_2	SRR1797066
TARGET-10-PAPMVB-09A-02R_2	SRR1797067
TARGET-10-PAPRCS-04A-01R_2	SRR1797068
TARGET-10-PARNMF-03A-02R_2	SRR1797069
TARGET-10-PASHUI-04A-02R_2	SRR1797070
TARGET-10-PAPVTA-04A-01R_2	SRR1797071
TARGET-10-PARMXF-03A-01R_2	SRR1797072
TARGET-10-PAPNFY-03A-02R_2	SRR1797073
TARGET-10-PASKHT-03A-02R_2	SRR1797074
TARGET-10-PARJZZ-04A-01R_2	SRR1797075
TARGET-10-PARACA-09A-01R_2	SRR1797076
TARGET-10-PAPJXI-09A-01R_2	SRR1797077
TARGET-10-PASSXJ-03A-01R_2	SRR1797078
TARGET-10-PAPNNX-09A-01R_2	SRR1797079
TARGET-10-PAPLDL-04A-01R_2	SRR1797080
TARGET-10-PAPJHB-04A-02R_2	SRR1797081
TARGET-10-PASHUI-09A-02R_2	SRR1797082
TARGET-10-PARIAD-04A-01R_2	SRR1797083
TARGET-10-PAPLTZ-04A-01R_2	SRR1797084
TARGET-10-PASYGM-03A-02R_2	SRR1797085
TARGET-10-PARXMC-09A-01R_2	SRR1797086
TARGET-10-PASCIU-03A-01R_2	SRR1797087
TARGET-10-PARMSP-09A-01R_2	SRR1797088
TARGET-10-PASFXA-04A-01R_2	SRR1797089
TARGET-10-PAPLUG-09A-01R_2	SRR1797090
TARGET-10-PAPLTZ-09A-01R_2	SRR1797091
TARGET-10-PASKAY-04A-01R_2	SRR1797092
TARGET-10-PARJSR-04A-02R_2	SRR1797093
TARGET-10-PARIAD-03A-01R_2	SRR1797095
TARGET-10-PAPJIB-09A-01R_2	SRR1797096
TARGET-10-PAPNMY-04A-02R_2	SRR1797097
TARGET-10-PARVWD-09A-01R_2	SRR1797098
TARGET-10-PARGVZ-04A-01R_2	SRR1797099
TARGET-10-PARMSP-04A-01R_2	SRR1797101
TARGET-10-PAPSPN-04A-01R_2	SRR1797102
TARGET-10-PARLAF-04A-01R_2	SRR1797103
TARGET-10-PARPRW-09A-01R_2	SRR1797104
TARGET-10-PARPZJ-03A-02R_2	SRR1797105
TARGET-10-PARFLV-04A-02R_2	SRR1797106
TARGET-10-PAPNFY-04A-02R_2	SRR1797107
TARGET-10-PARUBK-03A-01R_2	SRR1797108
TARGET-10-PARFTR-04A-01R_2	SRR1797109
TARGET-10-PARNSH-03A-01R_2	SRR1797110
TARGET-10-PAPMYD-03A-01R_2	SRR1797111
TARGET-10-PARJZZ-09A-01R_2	SRR1797112
TARGET-10-PARPRW-04A-01R_2	SRR1797113
TARGET-10-PAPJHR-09A-01R_2	SRR1797115
TARGET-10-PAPNNX-04A-01R_2	SRR1797116
TARGET-10-PAPIJM-09A-01R_2	SRR1797117
TARGET-10-PARBVI-09A-01R_2	SRR1797118
TARGET-10-PAPZNK-04A-01R_2	SRR1797119
TARGET-10-PARTKL-09A-02R_2	SRR1797120
TARGET-10-PAPHMH-09A-02R_2	SRR1797121
TARGET-10-PAPSPG-04A-01R_2	SRR1797122
TARGET-10-PATCTI-04A-01R_2	SRR1797123
TARGET-10-PAPNMY-09A-01R_2	SRR1797124
TARGET-10-PARSZH-09A-01R_2	SRR1797125
TARGET-10-PARBRK-04A-01R_2	SRR1797126
TARGET-10-PARLAF-09A-01R_2	SRR1797127
TARGET-10-PARFTR-09A-01R_2	SRR1797129
TARGET-10-PARTJL-09A-02R_2	SRR1797130
TARGET-10-PASTYT-09B-01R	SRR4416257
TARGET-10-PARUNW-09B-01R	SRR4416258
TARGET-10-PARZYX-09B-01R	SRR4416259
TARGET-10-PASIZE-09B-01R	SRR4416260
TARGET-10-PANWEZ-09B-01R	SRR4416261
TARGET-10-PAPAXK-09B-01R	SRR4416262
TARGET-10-PASRWZ-03B-01R	SRR4416263
TARGET-10-PANTTZ-09B-01R	SRR4416264
TARGET-10-PASXFY-09B-01R	SRR4416265
TARGET-10-PARYAJ-09B-01R	SRR4416266
TARGET-10-PARWRJ-09B-01R	SRR4416267
TARGET-10-PARWXF-03B-01R	SRR4416268
TARGET-10-PASREU-09B-01R	SRR4416269
TARGET-10-PASLMB-03B-01R	SRR4416270
TARGET-10-PASILP-09B-01R	SRR4416271
TARGET-10-PARUYU-03B-01R	SRR4416272
TARGET-10-PANDBX-09B-01R	SRR4416273
TARGET-10-PARJLA-09B-01R	SRR4416274
TARGET-10-PANSBK-03B-01R	SRR4416275
TARGET-10-PARFWD-03B-01R	SRR4416276
TARGET-10-PATEVE-09B-01R	SRR4416277
TARGET-10-PASNJI-09B-01R	SRR4416278
TARGET-10-PASLCJ-03B-01R	SRR4416279
TARGET-10-PAPIYG-03B-01R	SRR4416280
TARGET-10-PARUFL-09B-01R	SRR4416281
TARGET-10-PASTLM-03B-01R	SRR4416282
TARGET-10-PASMGZ-09B-01R	SRR4416283
TARGET-10-PARXCD-09B-01R	SRR4416284
TARGET-10-PAPKNJ-09B-01R	SRR4416285
TARGET-10-PASXZH-09B-01R	SRR4416286
TARGET-10-PATELK-03B-01R	SRR4416287
TARGET-10-PASUWG-03B-01R	SRR4416288
TARGET-10-PARBGL-09B-01R	SRR4416289
TARGET-10-PARSLL-09B-01R	SRR4416290
TARGET-10-PAPTAT-09B-01R	SRR4416291
TARGET-10-PASIGB-03B-01R	SRR4416292
TARGET-10-PARAPE-09B-01R	SRR4416293
TARGET-10-PANLGK-03B-01R	SRR4416294
TARGET-10-PASRSV-03B-01R	SRR4416295
TARGET-10-PARDWN-09B-01R	SRR4416296
TARGET-10-PARUAT-09B-01R	SRR4416297
TARGET-10-PASRYW-03B-01R	SRR4416298
TARGET-10-PATCJJ-09B-01R	SRR4416299
TARGET-10-PAPHPX-03B-01R	SRR4416300
TARGET-10-PASTSR-09B-01R	SRR4416301
TARGET-10-PATAAH-09B-01R	SRR4416302
TARGET-10-PANWYH-09B-01R	SRR4416303
TARGET-10-PANATY-09B-01R	SRR4416304
TARGET-10-PASDYM-09B-01R	SRR5115239
TARGET-10-PAPRMM-09B-01R	SRR5115240
TARGET-10-PAPHYN-09B-01R	SRR5115241
TARGET-10-PASEVJ-09B-01R_1	SRR1610443
TARGET-10-PAPCUR-09A-01R_1	SRR1610444
TARGET-10-PAKSWW-04A-01R_1	SRR1610445
TARGET-10-PAPEWB-09A-01R_1	SRR1610446
TARGET-10-PAPCUR-09A-01R_2	SRR1791005
TARGET-10-PAPEWB-09A-01R_2	SRR1791081
TARGET-10-PAKSWW-04A-01R_2	SRR1791089
TARGET-10-PASEVJ-09B-01R_2	SRR1797100
TARGET-30-PALBFW-01A-01R	SRR1559031
TARGET-30-PALWVJ-01A-01R	SRR1559032
TARGET-30-PALETP-01A-01R	SRR1559033
TARGET-30-PALIIN-01A-01R	SRR1559034
TARGET-30-PALKUC-01A-01R	SRR1559035
TARGET-30-PALUYS-01A-01R	SRR1559036
TARGET-30-PALVKK-01A-01R	SRR1559037
TARGET-30-PAMBMJ-01A-01R	SRR1559038
TARGET-30-PALZZV-01A-01R	SRR1559039
TARGET-30-PAMEZH-01A-01R	SRR1559040
TARGET-30-PAMMXF-01A-01R	SRR1559041
TARGET-30-PAMVRA-01A-01R	SRR1559042
TARGET-30-PANBJH-01A-01R	SRR1559043
TARGET-30-PAMZMG-01A-01R	SRR1559044
TARGET-30-PANBSP-01A-01R	SRR1559045
TARGET-30-PANUKV-01A-01R	SRR1559046
TARGET-30-PANYGR-01A-01R	SRR1559047
TARGET-30-PAPBGH-01A-01R	SRR1559048
TARGET-30-PAPKWN-01A-01R	SRR1559049
TARGET-30-PAIVHE-01A-01R	SRR1559050
TARGET-30-PAITEG-01A-01R	SRR1559051
TARGET-30-PAKYZS-01A-01R	SRR1559052
TARGET-30-PAITCI-01A-01R	SRR1559053
TARGET-30-PAPEFE-01A-01R	SRR1559054
TARGET-30-PAIXIF-01A-01R	SRR1559055
TARGET-30-PALCBW-01A-01R	SRR1559056
TARGET-30-PALTEG-01A-01R	SRR1559057
TARGET-30-PAMYCE-01A-01R	SRR1559058
TARGET-30-PAMZGT-01A-01R	SRR1559059
TARGET-30-PANGXK-01A-01R	SRR1559060
TARGET-30-PANJLH-01A-01R	SRR1559061
TARGET-30-PANKFE-01A-01R	SRR1559062
TARGET-30-PANZPV-01A-01R	SRR1559063
TARGET-30-PANZVU-01A-01R	SRR1559064
TARGET-30-PAPBZI-01A-01R	SRR1559065
TARGET-30-PANBMJ-01A-01R	SRR1559066
TARGET-30-PAPHPE-01A-01R	SRR1559067
TARGET-30-PAIPGU-01A-01R	SRR1559068
TARGET-30-PALEVG-01A-01R	SRR1559069
TARGET-30-PANRHJ-01A-01R	SRR1559070
TARGET-30-PAPUAR-01A-01R	SRR1559071
TARGET-30-PAPUEB-01A-01R	SRR1559072
TARGET-30-PAPUNH-01A-01R	SRR1559073
TARGET-30-PAPZYP-01A-01R	SRR1559074
TARGET-30-PARACM-01A-01R	SRR1559075
TARGET-30-PANRRW-01A-01R	SRR1559076
TARGET-30-PANLET-01A-01R	SRR1559077
TARGET-30-PANRVJ-01A-01R	SRR1559078
TARGET-30-PANSBN-01A-01R	SRR1559079
TARGET-30-PANUIF-01A-01R	SRR1559080
TARGET-30-PANWRR-01A-01R	SRR1559081
TARGET-30-PAPBJE-01A-01R	SRR1559082
TARGET-30-PAPCTS-01A-01R	SRR1559083
TARGET-30-PAPKXS-01A-01R	SRR1559084
TARGET-30-PAPTAN-01A-01R	SRR1559085
